date,quote_date,period,group,p,pWd,pWs,infl,inflW
185,200306,1988-2022,Top,4293.321670869987,34.43149360504079,37.01642733690096,645.6123062821765,.0640211501923318
186,200307,1988-2022,Bottom,1494.9466667672,12.96850365656428,12.91324697057522,349.0624481962489,.0401892889149925
186,200307,1988-2022,Middle,2502.22999334832,20.72500933033492,21.43477020711483,573.1183240442382,.0554817098297159
186,200307,1988-2022,Top,4212.838331977527,34.2113455835497,36.3666433277734,681.9346829812275,.0753403764061886
187,200308,1988-2022,Bottom,1499.676660994689,13.11162096760624,13.05939517230339,402.1384621009929,.0391590139213349
187,200308,1988-2022,Middle,2498.634992266695,20.89995087388282,21.62456755023838,515.0270552160995,.0531091653804386
187,200308,1988-2022,Top,4212.236672421296,34.29200676624896,36.53153560844172,672.3640501993941,.0648107320919943
188,200309,1988-2022,Bottom,1498.251663714647,13.18287971162742,12.99246236537389,324.4886003609281,.0334883116090623
188,200309,1988-2022,Middle,2577.568328713377,21.52380265578783,22.11319744517095,429.8569069243968,.0368065018426288
188,200309,1988-2022,Top,4374.53667234381,35.168856362657,37.75386405679941,639.5009827569689,.0604698994824654
189,200310,1988-2022,Bottom,1504.660007740061,13.06091467101942,13.04689170339649,316.1660977474336,.0298452457393144
189,200310,1988-2022,Middle,2529.068324580789,20.91066781258754,21.67983715758116,445.5951097673581,.0359387399418173
189,200310,1988-2022,Top,4258.438336551189,34.2798791237874,36.64709647812803,609.7129882323012,.0609696733877172
190,200311,1988-2022,Bottom,1529.845006003976,13.28906023660481,13.19833406859349,206.392419191737,.018250674108458
190,200311,1988-2022,Middle,2579.846664542953,21.34947710707396,22.09405246118937,462.3837729321774,.0419161931007655
190,200311,1988-2022,Top,4314.269998669624,34.93525596661493,37.23183108503387,518.8864820159021,.0553342246817768
191,200312,1988-2022,Bottom,1536.193342457215,13.34954872526578,13.24801371383364,258.7625623564236,.0190030052339504
191,200312,1988-2022,Middle,2613.148328537742,21.69626107381191,22.37179914912364,416.98396349481,.0309725007805923
191,200312,1988-2022,Top,4414.376668294271,34.86292928992771,38.09254411648726,535.8671839911646,.0518153163075491
192,200401,1988-2022,Bottom,1501.090004324913,12.94502586532811,12.94284085812008,192.5715677828217,.0228107153158514
192,200401,1988-2022,Middle,2490.95332759122,20.54098591825459,21.3015168045337,349.0330633539998,.0290531686378017
192,200401,1988-2022,Top,4133.348331411679,33.40546259225812,35.66208175369926,496.3610097858084,.0578284106546789
193,200402,1988-2022,Bottom,1511.873334169388,14.00259920116514,13.06051604722355,-47.20636797913661,.0060537730841285
193,200402,1988-2022,Middle,2463.558316702644,21.54590118575531,21.20150699086177,-11.49621314155714,.0004909454847279
193,200402,1988-2022,Top,4228.389989246924,37.00647150356478,36.53665276482934,271.5187482778371,.0321438208461207
194,200403,1988-2022,Bottom,1523.370004793008,14.07437903841492,13.13076959659035,-3.900568121268103,.0034229882302649
194,200403,1988-2022,Middle,2506.806639775634,21.98549214343075,21.52826659645264,25.09318141625651,.0045067522378304
194,200403,1988-2022,Top,4267.956653982401,37.54535979350718,36.82782164873788,282.5389391975477,.0312963019997217
195,200404,1988-2022,Bottom,1509.973330532511,14.02928577365431,13.07106556571671,-93.06468278276346,-.0015708346786596
195,200404,1988-2022,Middle,2480.65831570824,21.75134779462435,21.35066002382276,-42.96360309769322,-.0008931216103936
195,200404,1988-2022,Top,4258.019995262225,37.81505647930317,36.78388504915832,143.7127824031146,.0186216029643826
196,200405,1988-2022,Bottom,1535.608333965142,14.23742325194568,13.2629102395828,-25.8127948735807,.0018632394112101
196,200405,1988-2022,Middle,2506.93831684192,22.02293346604953,21.60264440394046,-91.50358396873344,-.0041179231688962
196,200405,1988-2022,Top,4368.849998086691,38.66530876626106,37.68729516494204,203.3856808114152,.0207146376721556
197,200406,1988-2022,Bottom,1534.098332936565,14.21719295037716,13.24897917207757,-71.37789700645953,-.0023294790787531
197,200406,1988-2022,Middle,2554.128313213587,22.480964111106,21.98592504590245,-116.207503099334,-.0065734281140427
197,200406,1988-2022,Top,4399.271669397752,38.73520451460112,38.000753908292,102.7306280254076,.0173830828578048
198,200407,1988-2022,Bottom,1503.196660925945,13.89801679068478,12.98781746756868,-85.36512248489696,-.0026213515056952
198,200407,1988-2022,Middle,2452.748340676228,21.53265962020184,21.10075347826933,-83.34906616655644,-.0058653761137369
198,200407,1988-2022,Top,4220.045001894236,37.18149873356257,36.48821720483829,139.0769889971125,.0173311248009516
199,200408,1988-2022,Bottom,1570.136668677131,14.10942876792978,13.56464523363199,-162.697859739031,-.0075558040462814
199,200408,1988-2022,Middle,2523.55998245875,22.1372901511689,21.81001599293086,-171.5475477957322,-.012701201134746
199,200408,1988-2022,Top,4269.061663120985,37.52128887256064,37.0931613589928,38.65276356066024,.0100055111973478
200,200409,1988-2022,Bottom,1568.326667373379,14.04884670228542,13.5404590126224,-218.5446423226191,-.0119289533954543
200,200409,1988-2022,Middle,2547.571655482054,22.42191121705885,21.96750466317947,-227.0731114365238,-.0154198443988207
200,200409,1988-2022,Top,4364.899998257558,38.7166085842376,37.6529704205362,25.89377736876486,.006871027434291
201,200410,1988-2022,Bottom,1476.710002534091,13.5993661507188,12.75760781007314,-184.6614207121699,-.0122625673869455
201,200410,1988-2022,Middle,2479.021649469932,21.61889297191131,21.32889142137719,-158.1150365469512,-.0087247730012147
201,200410,1988-2022,Top,4255.231670588255,37.64563043046898,36.69475984181432,82.10587511906245,.0125603401595148
202,200411,1988-2022,Bottom,1467.931671832999,13.5103046556081,12.66358794915141,-208.9747235877439,-.0109676636232052
202,200411,1988-2022,Middle,2501.273317908247,21.91356101748534,21.53456746330873,-146.7155326497353,-.0075967703564856
202,200411,1988-2022,Top,4330.00999841094,38.10831632212891,37.34170983793835,156.2510256750102,.0187533900465269
203,200412,1988-2022,Bottom,1482.088332504034,13.61905667738756,12.79789299264667,-201.5114262356292,-.0123600572253982
203,200412,1988-2022,Middle,2694.423321018616,23.50701761239907,23.18145668828705,-113.5097845678198,-.0050171687765328
203,200412,1988-2022,Top,4650.513327101867,40.73725339133913,40.07634090061765,105.211965162501,.0134706896244552
204,200501,1988-2022,Bottom,1447.219998454054,13.28095101105282,12.51270325255852,-100.9435603530922,-.0070041478757048
204,200501,1988-2022,Middle,2448.273320813974,21.30792026862036,21.09372180463591,-150.8832619273259,-.0116239310275053
204,200501,1988-2022,Top,4172.384990294774,36.75399754995791,36.09850025825047,82.72559448499426,.0089638408998856
205,200502,1988-2022,Bottom,1445.576663245757,11.74394149199361,12.51459133078849,-26.74355696459922,-.0056250369208707
205,200502,1988-2022,Middle,2420.969977806012,18.47236640270178,20.88703602385552,-22.81736033328343,-.0035802642187832
205,200502,1988-2022,Top,4193.771660218636,31.42853311949875,36.45353075617459,65.83822713825309,.0019037856687495
206,200503,1988-2022,Bottom,1463.118343954285,11.9247440477872,12.67005728803148,23.22756191085015,-.0005837405960278
206,200503,1988-2022,Middle,2493.966649164756,19.01116435670216,21.45117366238264,17.92990717876819,-.0025316163402446
206,200503,1988-2022,Top,4397.90499329567,32.86228509588788,38.0284555106191,157.0512683630417,.0074120949804334
207,200504,1988-2022,Bottom,1460.303324436148,11.95752106768001,12.63090864869688,-62.37569636238428,-.0046874034259569
207,200504,1988-2022,Middle,2460.068321913481,18.65038175399726,21.20318881013857,-87.08708345172151,-.0065270648334869
207,200504,1988-2022,Top,4304.449993123611,32.5080398323092,37.25708702846896,111.8100846559779,.0082212149808356
208,200505,1988-2022,Bottom,1418.841666162014,11.40347361929404,12.30943007750708,-298.4779510064982,-.0256974978423538
208,200505,1988-2022,Middle,2307.6599783053,17.4733885685758,19.91954911917371,-551.4143295028285,-.0528447026680018
208,200505,1988-2022,Top,3723.326659729084,27.78545529216838,32.32876297073866,-980.9990734191766,-.0885560429114965
209,200506,1988-2022,Bottom,1498.600005189578,11.94871399075297,12.97161268999722,-114.4760106040242,-.0105726727382868
209,200506,1988-2022,Middle,2597.849988957246,19.3646676982656,22.41525072255172,11.18507539407195,.0007431123735463
209,200506,1988-2022,Top,4492.809987177451,33.53825634194072,38.91546935154474,142.1977103183357,.0129777427232511
210,200507,1988-2022,Bottom,1523.234995355209,11.98297309954069,13.12681916845031,-73.42825369754185,-.007589347398986
210,200507,1988-2022,Middle,2588.093325167894,19.29735513960865,22.28457291051745,-13.34952661006052,.0014926541925509
210,200507,1988-2022,Top,4341.618326614301,32.30598847114015,37.59993949986529,58.66056644202521,.0066248721950236
211,200508,1988-2022,Bottom,1538.661663477619,12.0396522845355,13.30745626895805,-60.13446441599323,-.0061436535681878
211,200508,1988-2022,Middle,2546.976655647159,19.0687366098767,21.96022501027134,8.892850244349878,-.0005594695794571
211,200508,1988-2022,Top,4291.251660247643,32.37871238783313,37.29930783016607,136.9812458520755,.0144840095806747
212,200509,1988-2022,Bottom,1573.758332252502,12.16894769496867,13.59446780461197,-43.84054091400079,-.0009422226570829
212,200509,1988-2022,Middle,2572.791647260388,19.46552970280754,22.15126242021021,24.08760287823194,.005167915626051
212,200509,1988-2022,Top,4394.75499389569,33.1726772042069,38.02758220103957,104.9812344198775,.014431229090178
213,200510,1988-2022,Bottom,1532.435004378359,12.01061376414145,13.28229942088365,-48.79603416969379,.0050806341284897
213,200510,1988-2022,Middle,2523.409987926483,19.35600743448595,21.77389750203777,6.766921000720079,.0048768463096849
213,200510,1988-2022,Top,4300.079993625482,32.67646303582782,37.22420198241404,141.872940272151,.0138091635524802
214,200511,1988-2022,Bottom,1522.928334911664,11.89744338191425,13.13631052633476,63.7916512680628,.0059494085820309
214,200511,1988-2022,Middle,2540.916657805443,19.39856371818071,21.87238892178478,8.022181278162558,.0002049943431075
214,200511,1988-2022,Top,4415.971654236317,33.55794664041605,38.13973134697881,144.9796490259663,.0109678162383299
215,200512,1988-2022,Bottom,1580.406665717562,12.23827802027032,13.63983327962342,51.18175575432057,.0037847861384914
215,200512,1988-2022,Middle,2712.163323670626,20.27292351941772,23.38810130337758,58.76671453685655,.0073416957528707
215,200512,1988-2022,Top,4606.481654723485,34.34068687904315,39.94854248769116,199.2864997616076,.0201585137739926
216,200601,1988-2022,Bottom,1488.738330582778,11.67406997961613,12.8779981090629,95.8136345919532,.005614490475106
216,200601,1988-2022,Middle,2512.251658916473,19.02234947001368,21.63884628423451,178.0934739353446,.0166788502682683
216,200601,1988-2022,Top,4253.638331164916,32.09356457359778,36.80582642560088,345.7009680821405,.029151304762839
217,200602,1988-2022,Bottom,1566.068336141606,13.53279655074584,13.49917119605622,122.0660316442566,.0076212531963146
217,200602,1988-2022,Middle,2658.296658193072,24.02187255755416,22.78665655635026,271.5005780982513,.0244472117967689
217,200602,1988-2022,Top,4537.628332227468,42.12396423972677,39.08368066963158,398.0122095464641,.0354390423938624
218,200603,1988-2022,Bottom,1619.595009426276,13.78360562734694,13.99686775979353,97.8549436336228,.0109581747154455
218,200603,1988-2022,Middle,2731.769989058375,24.15602225015755,23.43821000041013,184.4937494955957,.0201604468981221
218,200603,1988-2022,Top,4635.709998041391,42.27559380050904,40.22480936038968,344.4942569190364,.0371453908065481
219,200604,1988-2022,Bottom,1580.316666342318,13.87786831776612,13.63586292451752,134.6015575778438,.0113763939035607
219,200604,1988-2022,Middle,2622.303317502141,23.09085246898273,22.49334052400081,203.6192807897654,.0188380467949022
219,200604,1988-2022,Top,4507.726658115785,40.73694691139584,39.14377664208101,396.3066978787538,.0389518014082645
220,200605,1988-2022,Bottom,1599.545003764331,13.59714089308788,13.82732401562195,442.518550803167,.0393868980710579
220,200605,1988-2022,Middle,2633.386657724778,23.28060045350382,22.63724305070355,827.3487020351846,.0743728304005344
220,200605,1988-2022,Top,4620.533331384261,42.56455716009562,40.18225502687468,2153.288607091721,.2017967315946407
221,200606,1988-2022,Bottom,1611.00166687121,13.68565827273414,13.88345662119294,405.7581764209317,.032724388216972
221,200606,1988-2022,Middle,2657.901647587617,23.13144680068945,22.85933700953804,239.858295370747,.0186759446532581
221,200606,1988-2022,Top,4644.556649674972,41.7706102844871,40.37035505229142,541.6334157790212,.0497038952626857
222,200607,1988-2022,Bottom,1559.964998789132,13.39572358172154,13.39074155344861,384.3027128643977,.0328638179534361
222,200607,1988-2022,Middle,2560.989986737569,21.9080195313339,21.85190629079201,238.3303433777959,.0202151484797923
222,200607,1988-2022,Top,4162.618329674006,37.10933275324836,35.64801982603967,483.4375917746608,.0442564156682389
223,200608,1988-2022,Bottom,1577.096666328609,13.55156091201934,13.69243068894139,368.1313322653295,.0321987465093419
223,200608,1988-2022,Middle,2627.893325587114,22.49910808508866,22.68482768532704,282.6360895764083,.0268571807629314
223,200608,1988-2022,Top,4509.384989798069,40.6595337241694,39.56910299395289,532.6117253969036,.0519112133932822
224,200609,1988-2022,Bottom,1616.881665555139,13.87379249428826,13.96675641618397,411.0340932505399,.0317111376778788
224,200609,1988-2022,Middle,2686.504994273186,23.41756620753828,23.15214933663568,336.927935841959,.0290415652644924
224,200609,1988-2022,Top,4653.353330443303,42.88520931409827,40.12558740311457,608.0009558029511,.0535150851958785
225,200610,1988-2022,Bottom,1623.328336559236,13.97555059112104,14.04511101003542,460.8164183341917,.0380084313210697
225,200610,1988-2022,Middle,2670.499986186624,23.3945035583359,23.06715645709967,311.2237299055171,.0315203496219283
225,200610,1988-2022,Top,4566.133321175973,41.67111733342366,39.49449948458156,512.2530256896425,.0503388653749444
226,200611,1988-2022,Bottom,1622.199991660814,14.00925697330968,14.03039804670455,445.9956567225163,.0379423696546155
226,200611,1988-2022,Middle,2660.493326743444,23.2118231166872,22.95124401162805,411.6901972263198,.0351334879976169
226,200611,1988-2022,Top,4609.410002728303,42.70322215976194,39.96297063170156,542.0578867488075,.0531442684137649
227,200612,1988-2022,Bottom,1648.304994739592,14.44128903051023,14.2798308066073,361.1645078422346,.0368933056678694
227,200612,1988-2022,Middle,2818.501661549012,24.8280843233321,24.29790194969003,286.9014018331654,.0239614788560327
227,200612,1988-2022,Top,4863.02832321326,44.23102756368462,41.989187950346,431.4093159327361,.0391218035126712
228,200701,1988-2022,Bottom,1492.086660486956,13.22860209089898,12.96444485203635,374.6292833801514,.0399284614563082
228,200701,1988-2022,Middle,2554.109994163116,22.33027681302822,22.14165655138398,198.510583108388,.0205105956048707
228,200701,1988-2022,Top,4288.074980239074,38.82676871074364,37.35978151918971,266.1515444686908,.0283565712490675
229,200702,1988-2022,Bottom,1461.159992982944,12.6901343872596,12.73238353793082,241.7235739063472,.032031791848946
229,200702,1988-2022,Middle,2540.473323494196,21.35072806401877,22.0328966442418,24.84387438744307,.0093894357919453
229,200702,1988-2022,Top,4088.876661211252,36.3891851271037,35.6586231359009,-70.61398124254386,.006737221853579
230,200703,1988-2022,Bottom,1621.984987288713,13.57781948765235,14.0865270679739,375.4364944363867,.0409295466117025
230,200703,1988-2022,Middle,2822.974993298451,23.73234254966762,24.37513523419814,206.8010985540847,.0238027332967855
230,200703,1988-2022,Top,4650.618320991595,40.82653595611919,40.18160784565649,79.20340577159853,.0087539956506362
231,200704,1988-2022,Bottom,1533.959996042152,12.87461108872473,13.35594753495146,410.6573987039155,.039466567608694
231,200704,1988-2022,Middle,2694.834982057413,22.95156964076644,23.20886173390318,325.7087361125741,.0296666552046645
231,200704,1988-2022,Top,4430.748326788346,39.97578489640728,38.26582002801782,234.4870018113094,.0177990311043459
232,200705,1988-2022,Bottom,1579.621669071416,13.20785149472067,13.73132268704163,445.7329984759174,.0472747252608769
232,200705,1988-2022,Middle,2709.213321437438,23.17738190214732,23.37742881291585,267.2565322112253,.0290173062804418
232,200705,1988-2022,Top,4554.938336302836,41.18219390065254,39.41113018033987,124.6555319657394,.0109497594996052
233,200706,1988-2022,Bottom,1596.456669948995,13.40734481341982,13.85074767277304,333.9811086538248,.034552210777368
233,200706,1988-2022,Middle,2873.599984963735,24.38140246802747,24.81039789933129,261.0732591604271,.0255705648289298
233,200706,1988-2022,Top,4746.2199845016,41.89138455692834,41.09490324544216,120.9455035090893,.0099211190708009
234,200707,1988-2022,Bottom,1577.160004350046,13.00439880993023,13.68605565824934,297.8684814472217,.0267723802043444
234,200707,1988-2022,Middle,2640.73831764857,22.64716679231303,22.7598878906186,227.0085488116214,.0190933080171855
234,200707,1988-2022,Top,4354.004997293155,39.06121179360586,37.78560603876637,255.4065683575269,.0202858915696803
235,200708,1988-2022,Bottom,1587.985003399352,13.1871623401239,13.79558556965397,218.7836379860528,.0231619315378945
235,200708,1988-2022,Middle,2646.184991429249,22.85315901154536,22.86253559485582,222.362328240221,.0175942956393934
235,200708,1988-2022,Top,4395.839998026689,39.30719003531461,38.18087025517404,151.9504463052726,.0086917590329563
236,200709,1988-2022,Bottom,1574.723345863322,13.04882737137571,13.71702676256731,301.4893254129371,.0275035743971633
236,200709,1988-2022,Middle,2721.611628403266,23.37483754369896,23.54410577151187,217.6464346477587,.0194782895243482
236,200709,1988-2022,Top,4674.536663075288,42.06473766356552,40.50694258025032,151.2648067538976,.0159679337437713
237,200710,1988-2022,Bottom,1578.713343280057,13.09356736047387,13.75979285660045,273.2872787940626,.020012442224773
237,200710,1988-2022,Middle,2626.55997723341,22.57149921578821,22.82776261080289,326.352998232566,.0226386419262023
237,200710,1988-2022,Top,4452.858329246442,39.91823857659862,38.69724742237789,226.3029622835651,.0206029705796216
238,200711,1988-2022,Bottom,1576.293340086937,13.14308965646584,13.72265588988861,288.4411719050452,.0247915667059715
238,200711,1988-2022,Middle,2692.171644479036,23.18305612925906,23.38239490458121,292.3924005910521,.0274219104214429
238,200711,1988-2022,Top,4617.304969469707,40.52970437841335,40.3286872083069,219.1378538957603,.0201709384802958
239,200712,1988-2022,Bottom,1585.966667935252,13.40035311656538,13.83470520899088,341.3678754761349,.0294315627533024
239,200712,1988-2022,Middle,2833.254979620377,24.27744028827874,24.63976553155226,365.593777661464,.03448487232248
239,200712,1988-2022,Top,4849.621609737475,42.52364453260088,42.19979804688288,274.4664847263873,.0279178684283655
240,200801,1988-2022,Bottom,1500.79167351375,12.94904194388073,13.13112108251274,216.1163209452449,.0212275619760476
240,200801,1988-2022,Middle,2563.096660027901,22.01779716120412,22.3344097318186,375.2183111268096,.0340814209943498
240,200801,1988-2022,Top,4395.913288434346,38.59474481791646,38.39239504094197,393.8137140639204,.0384426891938574
241,200802,1988-2022,Bottom,1530.261662386358,13.2396829254188,13.3379345916231,462.0237619810117,.0383893898165297
241,200802,1988-2022,Middle,2608.281659404437,22.51325345173245,22.75726179846485,624.3146949806638,.0608328791656731
241,200802,1988-2022,Top,4440.623335073392,38.3385222395494,38.88793718380233,958.5656981958891,.0876808155438387
242,200803,1988-2022,Bottom,1567.941664425035,13.50720132520655,13.62927753226055,291.3766060331303,.0244697221394574
242,200803,1988-2022,Middle,2755.856653377414,23.40313996737435,23.93893049351755,442.8041461549583,.0434541593260936
242,200803,1988-2022,Top,4547.511667738358,39.88319433736615,39.72198181504306,646.8615873580953,.0658282386943085
243,200804,1988-2022,Bottom,1557.246663776537,13.40466672884456,13.52242886816384,441.3241206435487,.0352130416220007
243,200804,1988-2022,Middle,2647.413326352835,23.03350933152251,22.90869183736504,421.25293390903,.0391923260427234
243,200804,1988-2022,Top,4455.355004360278,39.61454562963142,38.70132638533445,465.2096788942193,.0472199941174646
244,200805,1988-2022,Bottom,1552.132336370647,13.46900276061691,13.48039822580176,460.0124035767901,.0277325523857902
244,200805,1988-2022,Middle,2699.566637257735,23.22702398723535,23.36237632686001,549.3550819116839,.0425705367391439
244,200805,1988-2022,Top,4587.388333419959,40.61228327759697,39.69553596157736,502.2988382067221,.0411903901586565
245,200806,1988-2022,Bottom,1598.1783368662,13.87589225467915,13.85895919696001,544.6653471910395,.0394692882876673
245,200806,1988-2022,Middle,2953.143331368764,25.09485836327076,25.519820054702,653.0059994067415,.0544600775132456
245,200806,1988-2022,Top,4913.514995396137,42.33239619519251,42.56497874173025,540.1657525396635,.0476876961997732
246,200807,1988-2022,Bottom,1576.241657095651,13.58653185592266,13.69021025820014,688.9484123220124,.0498264077846216
246,200807,1988-2022,Middle,2708.556661367416,23.33864825362495,23.46002686643624,794.6334133021688,.0664508388355595
246,200807,1988-2022,Top,4471.680002351602,39.2535004017797,38.75998789935451,583.484876740719,.0517832612911822
247,200808,1988-2022,Bottom,1604.516661244134,13.86216701994029,14.04490611033786,825.9573034224255,.0648900955438876
247,200808,1988-2022,Middle,2705.364996602138,23.51027034721725,23.58984819384447,854.0083542078113,.0787793268481209
247,200808,1988-2022,Top,4498.003326455752,39.82292348724635,39.22147531112811,683.8277253307751,.0659575632540263
248,200809,1988-2022,Bottom,1622.07165679584,13.97224670850361,14.1773523716159,745.8302922391644,.0577471457982786
248,200809,1988-2022,Middle,2759.923329502344,23.63367207416256,23.98570889024025,767.6731941418742,.067626137699051
248,200809,1988-2022,Top,4658.618329644203,41.17773287463933,40.27933619233469,707.5090926683819,.0582095745432222
249,200810,1988-2022,Bottom,1611.96500164022,13.87368928016319,14.08956304443806,685.6156156223733,.0538832386168148
249,200810,1988-2022,Middle,2724.13333867987,23.43498601483104,23.68238371306991,718.303084478733,.0639678593703934
249,200810,1988-2022,Top,4566.6133261621,40.24613173866722,39.63437262897302,724.0870896302416,.0613629977581998
250,200811,1988-2022,Bottom,1597.62666537116,13.67106498640108,13.93454045658776,659.9014352502612,.0502258170459603
250,200811,1988-2022,Middle,2731.064991593361,23.65738190530101,23.73020776317571,764.7461317562071,.0617765934726056
250,200811,1988-2022,Top,4589.976658980052,40.53964563723033,39.8004496023641,724.0792366220072,.0577182631024016
251,200812,1988-2022,Bottom,1594.763335600495,13.81620112496118,13.95727413378578,629.3790223785132,.0419378383166228
251,200812,1988-2022,Middle,2818.041671569149,24.04185591399437,24.55333705008767,728.1870709814635,.0597375281580904
251,200812,1988-2022,Top,4844.634996871154,42.11863547763399,41.97246267623268,772.9183264969228,.0604420963206091
252,200901,1988-2022,Bottom,1544.310010304054,13.44512853614287,13.47063666080552,842.9350436509898,.055444024441158
252,200901,1988-2022,Middle,2652.386665244897,22.82354122404164,23.11940571217565,868.4130317861369,.0705324163724299
252,200901,1988-2022,Top,4455.406661262115,38.82619816144385,38.63934548466932,872.70032602828,.0692545343014596
253,200902,1988-2022,Bottom,1641.291678552826,14.03051545245883,14.38183083522017,1162.653386720922,.0829968685960315
253,200902,1988-2022,Middle,2825.003330816825,22.95260765702308,24.64969428270706,1078.811433056156,.0787809913123094
253,200902,1988-2022,Top,4630.748338222504,37.62273270698885,40.93873171865319,963.5521852935199,.0745704157702297
254,200903,1988-2022,Bottom,1656.50333421429,14.23291845272373,14.53452529002485,994.6631818951573,.074833287634912
254,200903,1988-2022,Middle,2944.84998724858,23.60788242464575,25.69346368428281,1032.270055415574,.0771876308779156
254,200903,1988-2022,Top,4864.448334445556,39.5497357363347,42.81439178976385,924.5987558097113,.0718353585067462
255,200904,1988-2022,Bottom,1628.075006306171,14.04277198666629,14.29974966847415,810.8035917296851,.0599297321633306
255,200904,1988-2022,Middle,2867.388330558936,23.53846267129605,25.04541767667979,937.3942114791134,.0773352541277366
255,200904,1988-2022,Top,4843.800005674362,39.48063884597892,42.66174518619664,1175.299724214225,.1049209380207306
256,200905,1988-2022,Bottom,1646.92166531086,14.1378090599513,14.51287714081506,784.9181027927747,.0659833450753619
256,200905,1988-2022,Middle,2909.873341838519,23.88368534025115,25.44153659860604,898.4534998594123,.0778917328923967
256,200905,1988-2022,Top,4990.226674715678,40.70343184323671,43.91267599479761,1192.680635972647,.1123961194483248
257,200906,1988-2022,Bottom,1653.685017809272,14.13824156834744,14.57416873571735,743.3315394989526,.064568795238453
257,200906,1988-2022,Middle,3015.488328148921,24.28070835656642,26.31419843953336,736.9726111957183,.0643794255717391
257,200906,1988-2022,Top,5142.153328945239,41.82081416509269,45.24177456732529,1129.274876590292,.1067080634837012
258,200907,1988-2022,Bottom,1601.894988670945,14.0122887204634,14.11528824650062,678.4397619563,.0608120334422892
258,200907,1988-2022,Middle,2894.070000290871,23.45740942039993,25.28378631818729,675.3234531914737,.0577299734112178
258,200907,1988-2022,Top,4772.871665269136,38.71039387075385,42.0695423418656,1105.523905942391,.1040272234865824
259,200908,1988-2022,Bottom,1645.126672809323,13.85335280878159,14.42349975239873,430.3660997136224,.0288545731601365
259,200908,1988-2022,Middle,2927.533336699009,23.65124649178081,25.49797567306086,677.7508390058453,.0534505774979076
259,200908,1988-2022,Top,4833.765001893044,39.34486468947338,42.40062330713651,1038.54305036366,.0925347958827085
260,200909,1988-2022,Bottom,1663.123340224226,14.16002281246862,14.53597492885698,397.875471333585,.0294659645165135
260,200909,1988-2022,Middle,3023.444995035728,24.52028087251044,26.33236965616622,665.9909379149516,.0556818157659601
260,200909,1988-2022,Top,5132.441665182511,42.25729754225662,44.80195240144773,979.1342156017587,.0931093064977707
261,200910,1988-2022,Bottom,1639.921677052975,14.0049011244167,14.35561141809255,515.124713225426,.0422262902588386
261,200910,1988-2022,Middle,2969.091667552789,24.10226858453825,25.87932294851635,730.7896100489112,.059574677127235
261,200910,1988-2022,Top,5061.115005860726,41.61718557608159,44.13913791242521,859.2650939962672,.0716045640832211
262,200911,1988-2022,Bottom,1660.484999597073,14.25585535494611,14.50513113623795,463.5463147181629,.040803714600429
262,200911,1988-2022,Middle,2979.751658280691,24.0706634503634,25.94804482074687,573.8387175093521,.0517134834163357
262,200911,1988-2022,Top,5251.888326495886,43.61861316103023,45.80232594286402,785.9116544525023,.0715408656011505
263,200912,1988-2022,Bottom,1672.068334182103,14.41691586792391,14.56106160777078,557.289381318454,.0438421306873806
263,200912,1988-2022,Middle,3182.168318410715,26.15234799101017,27.58329796304072,690.5205476873865,.0550590771542071
263,200912,1988-2022,Top,5547.06999250253,46.32856992488572,48.18665463814978,787.8502329966674,.0705494561134401
264,201001,1988-2022,Bottom,1647.096668337782,14.21155399177223,14.43285531086925,457.5309422662637,.0426208439417527
264,201001,1988-2022,Middle,2925.428317844868,24.30032865462514,25.53537166425182,631.6212509593848,.0554175923361981
264,201001,1988-2022,Top,5031.34334307909,41.14696158841252,44.18327041952094,696.1206625911776,.061843778193482
265,201002,1988-2022,Bottom,1736.239965791504,14.36279778702495,15.16569404994758,445.6002772776022,.0419936256146608
265,201002,1988-2022,Middle,3032.643333544334,23.60503218253143,26.33709791312382,399.5944978290936,.035510041906169
265,201002,1988-2022,Top,5222.811653951804,40.65020759454152,45.33628881971041,602.5774784124224,.0480213269672731
266,201003,1988-2022,Bottom,1776.291659603516,14.5688848477439,15.48341222345092,606.2582428460397,.0514834100286521
266,201003,1988-2022,Middle,3254.004992485046,24.58175048038053,28.2711631199345,545.1965816639131,.0478603855213843
266,201003,1988-2022,Top,5401.303299268086,42.03955896606203,46.78700920390353,787.18151479261,.0663979137332262
267,201004,1988-2022,Bottom,1727.186642547448,14.37043642883267,15.00649192424802,528.3963368216064,.0473055899448506
267,201004,1988-2022,Middle,3047.296665817499,23.92795723459373,26.44927697300833,565.9257006773259,.051746686892443
267,201004,1988-2022,Top,5182.724998354912,40.75149675800154,44.9730372672008,662.7209519104023,.0547543093442944
268,201005,1988-2022,Bottom,1756.849997729063,14.69209216571956,15.26004082632911,622.2461231052876,.0536238006392675
268,201005,1988-2022,Middle,3043.619980017344,23.82661153989223,26.4594689415729,467.7274669365336,.0430838248117501
268,201005,1988-2022,Top,5254.681660195191,41.21512135890467,45.61991767187525,498.9273416019084,.0435828277345725
269,201006,1988-2022,Bottom,1743.22334198157,14.39742684280888,15.18078860843283,457.8854014049284,.0395094900686672
269,201006,1988-2022,Middle,3122.583319773277,24.23207696038298,27.09317427902715,457.3390666492439,.041098373715954
269,201006,1988-2022,Top,5438.621664772431,42.68016951616543,47.25704222744874,461.9925778528947,.0392705049425975
