item_id,description,date_quote_s,date_quote_e,n_obs
510311,CHILD'S COAT,198802,199812,10896
510312,BABYGRO OR SLEEPSUIT,198802,200201,39299
510313,CHILD'S DUNGAREES,198802,200101,29797
510314,CHILD'S ANORAK,198903,200201,31349
510315,BOY'S CASUAL S/SLEEVE SHIRT,199302,200201,25999
510318,"INFANT'S DUNGAREES, UNDER 2 YR",200102,200201,2264
510319,GIRL'S SKIRT - SCHOOL/FORMAL,200102,200201,2664
510320,GIRLS'S SKIRT-CASUAL,200102,200201,2629
510321,GIRL'S DRESS-SCHOOL/FORMAL,200102,200201,2335
510322,GIRL'S DRESS-CASUAL,200102,200201,2287
510323,SHIRT SUITABLE FOR SCHOOL,200202,200501,8003
510324,TROUSERS  FOR SCHOOL 5-13 YRS,200202,202209,66663
510325,BOYS BRANDED T-SHIRT 5-15 YRS,200202,200601,4158
510326,GIRLS FASHION TOP,200202,200401,2106
510328,BOYS JEANS (5-13 YEARS),200202,202209,66521
510329,CHILDREN'S SHORTS (18M-4YRS),200204,200411,2704
510330,BABY SLEEPSUIT LONG SLEEVE,200202,202209,69365
510331,GIRL'S LTWEIGT CASUAL JACKET,200202,200601,8368
510333,CHILD'S JACKET/FLEECE,199902,200401,12207
510334,CHILD'S JUMPER/SWEATSHIRT,200102,200601,11188
510335,INFANT'S DUNGAREES,200202,200501,6957
510336,GIRLS SKIRT FOR SCHOOL 5-13YRS,200202,202209,61925
510339,GIRL'S DRESS 5-15 YRS,200202,200601,7835
510340,GIRLS FASHION TOP 12-13 YEARS,200402,202209,36861
510341,CHILDS TROUSERS (18MTHS-4YR),200502,202101,55486
510342,GIRL'S SUMMER JACKET,200604,201009,3817
510343,GIRL'S WINTER JACKET,200602,201101,5613
510344,GIRLS TROUSERS NOT DENIM 5-13,200602,202209,55078
510345,BOY'S BRANDED SPORTS TOP,200602,201601,14108
510346,CHILDS JUMPER,200602,202101,45439
510347,GIRLS JACKET (5-13 YEARS),201102,202209,44627
510348,BOYS T-SHIRT 3-13 YEARS,201602,202209,18378
510349,GIRLS LEGGINGS 5-13 YEARS,201802,202209,17638
510350,BOY'S JUMPER/SWTSHRT/CARDIGAN,202102,202209,6649
510351,INFANT'S TROUSERS 0-2 YEARS,202102,202209,5308
510352,INFANT'S JUMPR/SWTSHRT/CARDIGN,202102,202209,5549
510391,RES2 Boys jeans (5-15 years),200502,200601,2388
510392,RES2 Childs jumper/sweatshirt,200502,200601,1806
510393,RES1 Boy's jeans (5-15 yrs),200502,200509,1752
510394,RES1 Child's jumper/sweatshirt,200502,200509,1167
510402,MEN'S PANTS/BOXER SHORTS,198802,202209,120938
510404,WOMEN'S SLIP,198802,200301,39872
510405,WOMEN'S NIGHTDRESS/PYJAMAS,198802,202209,108903
510406,WOMEN'S PANTS,198802,202209,120198
510407,"BRA, CUP SIZE A-D RANGE",198802,202209,120765
510409,WOMEN'S SWIMWEAR,199403,202209,52073
510410,CHILD'S PYJAMAS,198802,202201,103536
510411,CHILDS PANTS 18MTHS-15YRS,198802,202201,108676
510413,MENS SOCKS 1 PAIR,198802,202209,121173
510415,WOMEN'S TIGHTS,198802,202209,114841
510416,CHILD'S SOCKS,198802,202201,112696
510418,MEN'S HANDKERCHIEF,198802,200001,26995
510419,MEN'S TIE,198802,202209,118311
510424,KNITTING WOOL,198903,199701,17080
510426,TIGHTS-PACK OF 3,199402,200501,15370
510427,ADULT REPLICA F/BALL-TEAM SHRT,199502,200301,12804
510429,KNITTING WOOL-DOUBLE KNIT-100G,199702,202209,51002
510430,MEN'S BELT,199902,200301,11994
510431,BASEBALL CAP,200102,200601,7681
510432,LADY'S SCARF,199502,202209,74905
510433,MENS BASE LAYER TOP LONG/SHORT,201702,202209,9712
510434,"HAT/CAP, ADULT",201902,202209,11118
510435,SPORTS BRA / CROP TOP,202202,202209,1621
510436,CHILDS PYJAMAS 3 - 13 YRS,202202,202209,2549
510437,CHILDS PANTS ONE PAIR 3 - 13,202202,202209,2505
510438,CHILDS SOCKS ONE PAIR UK9,202202,202209,2604
510485,RES2 Mens pants/boxer shorts,200502,200601,2838
510486,RES2 Womens pants,200502,200601,2789
510487,RES2 Brassiere,200502,200601,2711
510488,RES2 Girls knickers (one pair,200502,200601,2770
510489,RES2 Mens socks,200502,200601,2835
510490,RES2 Womens tights,200502,200601,2545
510491,RES2 Childs socks,200502,200601,2803
510492,RES1 Men's pants/boxers,200502,200509,2060
510493,RES1 Women's pants,200502,200509,2003
510494,RES1 Brassiere,200502,200509,1953
510495,RES1 Girl's knickers (one pair,200502,200509,2015
510496,RES1 Men's socks,200502,200509,2074
510497,RES1 Women's tights,200502,200509,1879
510498,RES1 Child's socks,200502,200509,2046
510501,MENS SHOE FORMAL STYLE,198802,202209,122123
510502,MEN'S SHOES TRAINERS,198802,199701,25218
510503,WOMEN'S SHOES WALKING -1,198802,200401,54755
510504,WOMEN'S SHOES FASHION -1,198802,200401,55277
510505,ADULT'S SLIPPERS,198802,200601,47021
510506,WOMEN'S SANDALS,198802,202209,94109
510507,BOY'S SHOES,198802,202209,110674
510508,GIRL'S SHOES SCHOOL,198802,202209,111237
510510,CHILD'S WELLINGTON BOOTS,198802,200612,44893
510511,CHILD'S SANDALS,198802,200601,35771
510512,CHILD'S TRAINERS-FOOTWEAR,198903,200801,58004
510514,WOMEN'S LEATHER BOOT-FASHION,199602,200001,11062
510515,MEN'S SHOE CASUAL STYLE,199702,202209,88786
510516,MEN'S TRAINING SHOE-SPORTSWEAR,199702,202209,45073
510517,WOMEN'S TRAINING SHOES,199702,202209,44139
510518,WOMEN'S SHOES WALKING -2,199702,200401,23210
510519,WOMEN'S SHOES FASHION -2,199702,200401,23545
510520,WOMEN'S SLIPPERS -2,199702,200001,7343
510521,WOMEN'S SANDALS -2,199702,200201,14037
510522,MEN'S LEATHER BOOTS,199702,200612,28214
510523,WOMEN'S LEATHER BOOTS,199702,200401,14598
510524,MEN'S SANDALS,200004,200211,3376
510525,CHILDREN'S SLIPPERS,200002,200501,7662
510526,MENS TRAINING SHOE-FOOTWEAR,200202,201001,21702
510527,OUTDOOR ADVENTURE BOOT,199602,201201,43782
510528,CHILD'S TRAINERS-SPORTS,200302,202209,31020
510529,WOMANS BOOTS,200402,202209,48033
510530,"WOMEN'S SHOES-FLAT MAX 1"" HEEL",200402,202209,67193
510531,WOMEN'S SHOES HIGH- SENSIBLE,200402,201101,20489
510532,WOMEN'S SHOES- HIGH- STILETTO,200402,201101,18814
510533,WOMENS SHOE,201102,202209,43370
510534,WALKING/HIKING BOOT,201202,202209,18564
510535,CANVAS FASHION ADULT SHOE/TRAI,201402,202209,27459
520102,GENT'S WALLET,198802,199701,18198
520103,LADY'S UMBRELLA -FOLDING,198802,202209,89296
520104,CLOCK-BATTERY POWERED,198802,200301,45525
520105,ADULT'S WATCH,198802,200401,48150
520106,"9CT GOLD CHAIN 18-20""/46-51CM",198802,202101,94454
520108,SPECTACLE FRAMES STATE TYPE,198802,201101,43915
520109,LADIES HAND/SHLDER BAG,198903,202209,75058
520111,SUITCASE  LARGE,198903,199701,19124
520113,CALCULATOR-HAND HELD-BASIC MOD,199302,200001,16716
520114,STERLING SILVER EARRINGS PLAIN,199302,200801,40024
520115,CONTACT LENS-SOFT PER PAIR,199502,201301,31911
520116,SILVER CHARM,199502,200301,19727
520117,9CT GOLD BANGLE,199502,200501,32567
520118,FLOWER VASE,199602,202209,42337
520119,REFILLABLE CIGARETTE LIGHTER,199602,200001,12118
520120,SPORTS BAG/HOLDALL-LARGE-NOT L,199702,199812,4907
520121,PICTURE/PHOTO FRAME-SLVR PLATD,199702,200801,26410
520122,SPORTS BAG/HOLDALL-NOT LEATHER,199902,200501,9750
520123,EARRINGS- FASHION,200002,202209,66185
520124,WALL HANGING MIRROR,200102,200401,9982
520125,DAILY DISPOSABLE CONTACT LENSE,200202,200901,11737
520126,SUNGLASSES,200204,200608,2316
520128,SPECTACLE FRAMES,200302,200612,6353
520129,PRESCRIPTION LENSES,200302,201601,22033
520130,SOLID GOLD RING 9CT,200302,202209,51145
520131,GENT'S WATCH- ANALOGUE FACE,200402,202209,57013
520132,WALL HANGING MIRROR UPTO 1.5SQ,200402,202209,58104
520133,18 CT GOLD GEMSTONE RING,200502,200612,5123
520134,LUGGAGE TROLLEY CASE - 60-70CM,200502,202209,21234
520135,DIAMOND SOLITAIRE RING,200702,202209,44390
520136,PHOTO FRAME,200802,202209,34296
520137,STERLING SILVER EARRINGS,200802,202209,39035
520138,SPECTACLE FRAMES WITH LENSE,201102,202209,19404
520139,DAILY DISPOSABLE SOFT LENSES,201302,202209,16024
520140,NECKLACE FASHION APX 16/20 INS,201402,202209,29977
520141,MOBILE PHONE ACCESSORY,201502,202209,31246
520142,RE-USABLE BOTTLE/MUG ADULT,202002,202209,7846
520201,SOLUBLE ASPIRIN,198802,199701,17540
520202,INDIGESTION TABLETS 16-24 PACK,198802,202209,64118
520203,ANTISEPTIC CREAM,198802,199701,17607
520206,TAMPONS-PACK OF 10-20,198802,202209,83946
520208,TOILET SOAP-LARGE BAR,198802,200401,29714
520209,TOOTHPASTE (SPECIFY SIZE),198802,202209,62753
520212,SHAMPOO,199601,199601,200
520213,TISSUES-LARGE SIZE BOX,198802,202209,65815
520214,LIPSTICK,198802,201001,36436
520215,MOISTURISER FACIAL 50-150ML,198802,202209,69640
520216,DEODORANT/ANTI PERSPI 50-250ML,198802,202209,66939
520217,AFTER SHAVE,198802,199701,14220
520219,"DISP NAPPIES, SPEC TYPE, 20-60",198802,202209,74653
520220,CONDOMS-PACK OF 12,198903,199812,16354
520221,DISPOSABLE RAZORS-PACK OF 5,199102,200301,22744
520222,MULTI-VITAMINS CAPSULES/TABLET,199202,202209,51531
520223,MASCARA,199302,202209,58668
520224,CONTACT LENS SOLN STERILE SALI,199402,199812,7318
520225,TOILET SOAP-LARGE BAR-3/4 PCK,199402,200001,8235
520226,SHAMPOO-250-400ML,199602,202209,49418
520227,PAIN KILLER TABLETS-16-24 PACK,199702,202209,44719
520228,PLASTERS-20-40 PACK,199702,202209,41934
520229,WOMEN'S EAU DE PERFUME-NATURAL,199702,199812,2447
520230,CONDOMS PACK OF 3-14,199902,202209,39077
520231,CONTACT LENS SOLUTION- SALINE,199902,200601,6615
520232,WOMEN'S EAU DE PERFUME-SPRAY,199902,200101,1450
520233,HAIR CONDITIONER,200002,200201,3217
520234,PERFUME/FRAGRANCE MEN OR WOMEN,200102,202209,41725
520235,SUNSCREEN - SPEC SIZE/SPF,200102,202209,27967
520236,WOMENS HAIR COLOURANT 60-140ML,200202,202209,30626
520237,HAIR GEL 150-200ML,200302,202209,33270
520238,SHOWER GEL 150-250ML,200302,202209,37019
520239,DISPOSABLE RAZORS PACK OF 10,200302,200501,2813
520240,BAR OF TOILET SOAP (100-125G),200402,201001,10876
520241,RAZOR CARTRIDGE BLADES,200502,202209,27447
520242,COLD/FLU DRINK POWDER,200602,202209,29103
520243,LIQUID FOUNDATION 30-35ML,200602,202209,37458
520244,TOOTHBRUSH,200702,202209,43057
520245,ANTIHISTAMINE ALLERGY TABLETS,201002,202209,31086
520246,LIP GLOSS,201002,202209,35507
520247,LIQUID SOAP 200-300ML,201002,202209,34392
520248,CONDITIONER FOR HAIR,201102,202209,34270
520249,BABY WIPES 50-85,201202,202209,30970
520250,NAIL VARNISH BOTTLE 6 - 14mls,201602,202209,16505
520251,COUGH LIQUID BOTTLE 150-200MLS,201702,202209,15821
520252,BODY M'RISING LOTION 200-400ML,201802,202209,13895
520253,SELF TANNING PRODUCT,202002,202209,9062
520254,HAND HYGIENE GEL 50 -150ML,202102,202209,4277
520301,MAN'S HAIRCUT,198802,202209,116045
520303,WOMEN'S HRDRESSING-CUT/BLOWDRY,198802,202209,115939
520309,EYESIGHT TEST CHARGE,199002,201001,40425
520310,FLOWER DELIVERY 1,199002,199701,17399
520311,WOMENS HIGHLIGHTING,199402,202209,91759
520312,FLOWER DELIVERY 2,199702,200101,12362
520313,NON-NHS MEDICINE-PHYSIOTHERAPY,199802,202209,39437
520314,PRIVATE RESIDENTIAL HOMES,199802,200201,3219
520315,VOLUNTARY RESIDENTIAL HOMES,199802,200201,3215
520316,PRIVATE NURSING HOMES,199802,200201,3200
520317,VOLUNTARY NURSING HOMES,199802,200201,1618
520320,FLORIST - DELIVERY COST,200102,200801,10359
520323,FULL LEG WAX (BOTH LEGS),200202,201801,23790
520324,RESIDENTIAL HOME,200202,202209,35999
520325,NURSING HOME,200202,202209,35174
520326,PRIVATE DENTAL EXAMINATION,200302,202209,34547
520329,COSMETIC SURGERY,200503,200612,2300
520331,BASIC MANICURE,200402,202209,32674
520332,NON NHS CHIROPRACTOR,200502,202209,29861
610201,CAR REPAIRS - LABOUR PER HOUR,198802,199701,21532
610204,"CAR TYRE, STATE SIZE",198802,202209,85368
610211,REPLACEMENT EXHAUST FULL SYSTE,198903,199812,25985
610212,CAR BATTERY,198903,202001,84072
610213,CAR-PARK CHARGES FOR 2 HOURS,198903,200401,41413
610214,CAR SERVICE EXCLUDING PARTS,198903,200401,37572
610217,OIL FILTER,198903,201301,38181
610219,CAR POLISH,198903,199812,15358
610221,WINDSCREEN WIPER BLADES,199302,202209,50376
610222,CHILDS CAR SEAT,199402,200601,23646
610223,STEERING LOCK DEVICE,199602,200801,38454
610224,PRIMER AEROSOL-SPECIFY SIZE,199602,199812,8818
610225,CAR MECH REPAIRS-LABOUR/HOUR,199702,200601,24453
610226,"BRAKE PADS, 2 FRONT PAIRS",199902,201701,23039
610227,"CAR MOT TEST FEE, VAT EXEMPT",199902,202209,85652
610229,AUTO CAR WASH,200302,201401,14892
610231,CAR SERVICE- LOCAL GARAGE,200402,202209,34207
610232,CAR SERVICE- MAIN DEALER,200402,202209,22177
610233,EXHAUST FITTING IN FAST FIT,200602,201501,10488
610234,BRAKE FITTING IN FAST FIT,200602,201501,10284
610235,CAR REPAIRS MAIN DEALER,200602,202209,20121
610236,CAR REPAIRS LOCAL GARAGE,200602,202209,29390
610237,CAR BULB 12 VOLT SPECIFY WATTS,201302,202209,15880
610238,CAR WASH HAND OR AUTOMATIC,201402,202209,11144
610239,EXHAUST FITTING FAST FIT CENT,201502,202201,7441
610240,BRAKE FITTING FAST FIT CENTRE,201502,201901,4631
610241,WHEEL ALIGNMENT,201902,202209,3979
610242,EXHAUST FITTING FAST FIT,202202,202209,588
610301,"LEAD REPLACEMENT PETROL,10 LTR",198802,200301,96222
610303,OIL PER LITRE-MULTIGRADE,198802,202209,132892
610304,ULTRA-LOW SULPHUR DIESEL 10L,198802,200612,113424
610305,ULTRA LOW SULPHUR PETROL 10L,198802,200612,112825
610306,LEAD FREE PET SUP PER 10 LITRE,199002,199701,26165
620303,SELF-DRIVE VAN HIRE,198802,202209,104908
620304,PUSHCHAIR/STROLLER,198802,202209,69626
620305,ADULT BICYCLE,198802,200401,38561
620307,SELF-DRIVE CAR HIRE BASIC 24HR,199302,202209,87191
620308,MINICAB FARE FOR 2 MILES,199502,202209,45412
620309,CYCLE HELMET,199502,200501,62812
620312,CHILD'S BICYCLE,199602,200501,52552
620315,CAR PARK CHARGES,200402,202209,56055
620316,ADULT BICYCLE,200402,200501,2722
620317,CHILDS BICYCLE,200502,202209,49028
620318,ADULT BIKE,200502,202209,48625
620319,CYCLE HELMET 12+ SPEC ROAD/MOU,201702,202209,18778
620321,CAR SEAT TODDLER/CHILD,202202,202209,1478
630104,COLOUR TV 21IN(51-59CM)+REMOTE,198802,200001,30602
630105,COLOUR TV-14INCH/34CM PORTABLE,198802,200612,49838
630106,VHS VIDEO RECORDER,198802,200702,48412
630108,COMPACT DISC PLAYER,198802,199701,20365
630109,PERSONAL STEREO RADIO CASSETTE,199102,200201,28327
630110,RADIO CASSETTE PLAYER-PORTABLE,199102,199801,21151
630111,MIDI HIFI (INC TWIN DECK CASS),199102,199701,18721
630112,HI-FI EXCL T-TABLE: NOT SEPS,199702,200501,18472
630113,PORTABLE CD RADIO CASSETTE,199702,200612,19869
630115,PERSONAL CD PLAYER,199802,200601,16091
630116,ELECTRONIC KEYBOARD,199902,200301,5723
630117,DECODER FOR DIGITAL TV,199902,200101,3268
630119,COLOUR TV 25-28INCH (63-72CM),200002,200101,2087
630120,WIDESCREEN TV; 24-32 INCH,200102,200401,7674
630121,MINI-DISC PLAYER (PORTABLE),200102,200401,5935
630123,DVD PLAYER - NOT PORTABLE,200202,201401,27009
630124,PDA- COLOUR SCREEN,200302,200401,455
630125,CAR CD/RADIO AUTOCHANGER,200302,200612,2338
630126,DVD RECORDER,200302,201401,34610
630128,WIDESCREEN TV (24-32 INCH),200402,200501,2530
630130,HIFI - 2005,200502,200601,2018
630131,WIDESCREEN TV - 2005,200502,200601,2023
630132,MP3 PLAYER,200602,200801,2617
630133,FLAT PANEL  TV,200602,200612,1557
630134,HIFI - 2006,200602,200612,1940
630135,WIDESCREEN TV - 2006,200602,200612,1277
630137,"FLAT PANEL TV 14""-25""",200702,201101,8579
630138,DIGITAL RADIO (DAB),200702,202209,27644
630139,"FLAT PANEL TV 26"" - 42""",200702,201101,5476
630140,HIFI - 2007,200702,200801,1797
630141,HIFI - 2008,200802,200901,2038
630142,MP3 PLAYER - 2008,200802,200901,1667
630143,FREEVIEW BOX,200902,201301,7702
630144,HIFI 2009,200902,201001,1451
630146,BLU-RAY PLAYER,201002,202001,31809
630147,HI-FI RS 2010-11,201002,201501,9787
630148,MP4 PLAYER 2010,201002,201101,1261
630149,"FLAT PANEL TV 14""-22""",201102,201501,12453
630150,"FLAT PANEL TV 23""-32""",201102,201801,23086
630151,"FLAT PANEL TV 33"" +",201102,201801,21918
630152,MP4 PLAYER,200902,202001,14929
630154,DIGITAL TV RECORDER/RECEIVER,201302,201801,13745
630155,DVD PLAYER,201402,202001,12673
630156,HEADPHONES/EARPHO SPECIFY TYPE,201502,202209,32684
630157,"FLAT PANEL TV 14-22""/35-55CM",201502,201801,6378
630158,HI-FI,201502,201901,10616
630159,"TELEVISION 39"" OR SMALLER",201802,202209,14137
630160,"TELEVISION 40"" OR LARGER",201802,202209,13688
630162,PORTABLE SPEAKER,201902,202209,14148
630164,DVD/BLU RAY PLAYER,202002,202209,7304
630165,PORTABLE DIGITAL MUSIC PLAYER,202002,202209,3987
630204,PRE-RECORDED CASSETTE ALBUM,198802,200201,22004
630205,BLANK AUDIO CASSETTE 90 MINS,198802,200201,24148
630206,BLANK VIDEO CASSETTE VHS/E180,198802,200612,30713
630207,COMPACT DISC ALBUM-TOP 40,198802,200801,37216
630208,PRE-RECORDED VIDEO,199102,200401,23876
630209,COMPUTER DISKETTES-BOX OF 10,199602,200101,9877
630210,BLANK VIDEO CASSETTE-PACK OF 2,199402,199812,4016
630211,MICROSOFT WINDOWS 95 CD ROM -S,199702,199801,1012
630212,ENCYCLOPAEDIA 97,199702,199801,1132
630213,CD SINGLE-TOP 40,199802,200801,13959
630214,VIRUS CHECKER CD ROM,199802,200101,3302
630215,ENCYCLOPAEDIA 98,199802,199812,776
630216,ENCYCLOPAEDIA 99,199902,200001,1075
630217,CD-ROM GCSE STUDY AID,200002,200301,4004
630218,PRE-RECORDED DVD EG FILM/TV,200102,200401,5409
630219,CDR SPECIFY LGTH & SIZE,200202,200501,5810
630221,PRE-RECORDED VIDEO TOP 20,200402,200612,3472
630222,PRE-RECORDED DVD TOP 20,200402,200612,5965
630226,RECORDABLE CD PRICE PER CD,200502,202209,46262
630227,REWRITABLE DVD,200702,201601,21231
630228,PRE-RECORDED DVD (FILM),200702,202209,15116
630229,PRE-RECORDED DVD (NON-FILM),200702,202209,12037
630230,CD ALBUM (TOP 40),200802,202209,10729
630231,CD ALBUM (NOT CHART),200802,202209,9054
630233,BLU RAY DISC (FILM) FROM CHART,201002,202209,7521
630305,3 GOLF BALLS,198802,200301,25490
630306,SQUASH RACQUET,198802,200601,31773
630307,DARTS-SET OF 3,198802,200201,27811
630309,BOXED BOARD GAME: NOT TRAVEL,198802,202209,57159
630312,CHILD'S PLASTIC DOLL,198802,202209,58995
630313,MODEL RD VEHICLE EG HOT WHEELS,198802,202209,57350
630314,CONSTRUCTION TOY: SPEC KIT NO,198802,202209,54750
630315,CHILDS CYCLE,199601,199601,113
630317,"SLEEPING BAG, ADULT",198802,202209,54638
630318,35MM COLOUR FILM-24 EXPOSURES,198903,200801,39599
630320,DEVELOP/PRINT 135/24 CLR FILM,198903,201201,42296
630322,CAMERA 35MM COMPACT,199002,200612,35964
630324,CHILD'S ELECTRIC TOY/GAME,199102,200501,18643
630325,CHILD'S GAME ELECTRONIC,199102,199701,8767
630328,CAMCORDER-8MM OR VHS-C,199402,200501,21335
630329,ROLLERBLADES (IN-LINE SKATES),199802,200101,3347
630330,JIGSAW PUZZLE FOR 3-5 YR OLD,199902,200101,2433
630331,EXERCISE BICYCLE,199902,200401,9730
630332,CHILD'S SOFT TOY/TEDDY BEAR,200102,202209,38869
630335,DISPOSABLE CAMERA 24-27 EXP,200202,201001,12078
630336,FOOTBALL,200202,202209,33491
630337,DUMBELLS,200202,200501,3683
630338,GOLF BALLS,200302,200401,891
630339,DIGITAL CAMERA,200302,200401,1537
630340,CARBON FIBRE FISHING ROD,200402,202209,20177
630341,PRESCHOOL ACTIVITY TOY,200402,202209,29598
630342,BEGINNER'S ACOUSTIC GUITAR,200402,202209,21149
630343,MEN'S FOOTBALL BOOTS,200402,202209,24412
630345,GOLF BALLS PRICE PER BALL,200402,202209,26326
630346,GAS BBQ,200504,201208,4155
630347,CHILD'S BABY DOLL,200502,202209,28714
630349,DIGITAL CAMCORDERS,200502,200801,4476
630352,CHILDS OUTDOOR SWING,200602,201701,12919
630353,CHILD'S TRIKE FOR UNDER 5'S,200602,201801,20017
630354,DEVELOPMENT OF 50 DIGI PHOTOS,200602,200801,2564
630357,SQUASH/TENNIS RACQUET,200602,202209,27073
630358,PORTABLE DIGITAL STORAGE DEVIC,200802,202209,35411
630359,DIGITAL DEVELOPMENT PER PRINT,200802,202209,20948
630360,DIGITAL CAMCORDERS - 2008,200802,200901,1561
630361,DIGITAL CAMCORDER 2009,200902,201001,1216
630362,COMPUTER GAME TOP 20 CHART,201002,202001,6417
630364,DIGITAL CAMCORDER 2010,201002,201101,2064
630365,CRAFT KIT FOR CHILD 5 YRS+,201102,202209,24618
630366,DIGITAL CAMCORDER RS 2011,201102,201201,2136
630367,DIGITAL CAMCORDER,201202,201801,8399
630368,ELECTRONIC EDUCATIONAL TOY,201302,202209,21931
630369,CHARCOAL BBQ NOT DISPOSABLE,201303,202208,8132
630373,JIGSAW MINIMUM 100 PIECES,201702,202209,11306
630374,CHILDS SCOOTER AGE 5-12 YEARS,201702,202209,11996
630376,CHILDS SIT & RIDE TOY U'ER 5'S,201802,202209,9517
630377,ACTION CAMERA,201802,202209,6722
630378,COMPUTER GAME 1,202002,202209,805
630379,COMPUTER GAME 2,202002,202209,770
630380,COMPUTER GAME 3,202002,202209,783
630381,HAND WEIGHTS FOR HOME EXERCISE,202102,202209,3340
630382,CRAFT HOBBY KIT ADULT,202202,202209,1327
630419,LOCAL WEEKLY NEWSPAPER-BOUGHT,199502,200401,12087
630420,BOOK HARDBACK,199602,199701,4537
630421,BOOK PAPERBACK,199602,199701,4816
630422,BOOK-REFERENCE (EG ATLAS/DICT),199602,202201,41595
630423,BOOK-FICTION-HARD COVER-TOP 10,199702,200501,11625
630424,BOOK-FICTION-PAPERBACK-TOP 10,199702,201601,35971
630425,BOOK-NON-FICTION-HARD-COVER,199702,202209,44238
630426,BOOK-NON-FICTION-PAPER-BACK,199702,202209,44791
630434,BOOK ILLUSTRATED FOR UNDER 5,200602,202209,33077
630435,BOOK - FICTION - HARD COVER,201102,202209,30076
630437,BOOK - TEENAGE FICTION,201202,202209,25054
630439,BOOK FICTION P/BACK TOP 10,201602,202209,15942
630440,"CHILDS BOOK, FICTION 6-12YRS",201902,202209,8537
630504,LIQUID FERTILISER,198802,200501,26160
630505,GARDEN SPADE,198802,202209,51574
630507,HOUSEPLANT,198903,202209,51515
630509,GARDENING GLOVES,198903,200001,35044
630510,POTTING COMPOST,198903,202209,49079
630512,SEED PACK. SPEC VAR SEASONAL,198903,201901,31255
630514,ROSEBUSH FLORIBUNDA/HYBRID TEA,199002,201101,21663
630516,MOWER ELECTRIC ROTARY,199102,200101,12480
630517,MOWER ELECTRIC CYLINDER,199302,200101,12820
630518,CUT FLOWERS-CARNATIONS-STEM,200102,202209,43538
630519,POTTED SHRUB,200102,202209,22567
630520,"MOWER ELECTRIC, SPECIFY TYPE",200102,202209,18365
630521,GRASS/EDGE STRIMMER,200102,200509,6615
630522,"DECORATIVE PLANT POT 10-20""",200302,200612,3869
630523,CUT FLOWERS LILLIES,200502,201501,22931
630525,PLANT FOOD 800ML-2LT/500G-1.5K,201402,202209,13143
630526,"SEEDS,PKT,SPEC VAR(SEASONAL)",201902,202209,4359
640110,DAILY FILM DVD RENTAL,198802,200901,40748
640206,CINEMA (STD ADULT EVE SEAT),198802,200401,30306
640207,NIGHTCLUB ENTRY-SATURDAY,199502,201601,52002
640209,BINGO-ENTRANCE FEE EXCL BOOKS,198802,200001,22208
640212,THEATRE ADULT EVES-FRONT STLLS,198802,202209,39529
640214,PLAYGROUP FEES-PER SESSION,198903,200601,88112
640215,SQUASH COURT-EVE PER HR IF DIF,198903,199812,19599
640218,LEISURE-CENTRE SPECTRS ADMSSN,199302,200101,9336
640219,SWIMMING POOL ADM STND ADULT,199302,202209,54947
640220,LEISURE CENTRE ANNUAL M'SHIP,199302,200301,13025
640222,EXERCISE CLASS UPTO 1HR,199602,202209,47847
640223,SQUASH CRT-EVENING 30-40 MINS,199902,200301,5879
640224,TEN-PIN BOWLING PER GAME,200002,202209,34732
640226,PRIVATE HEALTH CLUB ANNUAL FEE,200102,202209,29793
640232,SQUASH COURT- EVENING,200302,201001,13724
640233,LEISURE CENTRE MEMBERSHIP,200302,201201,17695
640240,LIVERY CHARGES PER WEEK,200802,202209,17835
640243,SOFT PLAY SESSION TIME PERIOD,201802,202209,5924
640244,CLIMBING WALL SESSION,202202,202209,382
640406,HOTEL 1 NIGHT PRICE,200502,202209,24572
